Date,Open,High,Low,Close,Volume
2019-11-18,8502.87,8503.52,8060,8187.17,43017.69094
2019-11-19,8186.5,8218.63,8003,8133.64,43556.061025
2019-11-20,8133.83,8264.29,8038.4,8098.01,32466.23098
2019-11-21,8098.56,8134.73,7500,7627.74,58418.780261
2019-11-22,7627.79,7750,6790,7268.23,126603.140259
2019-11-23,7268.23,7344.48,7080.01,7311.57,50449.894755
2019-11-24,7311.1,7330.39,6861,6903.28,67890.206483
2019-11-25,6900.23,7377.69,6515,7109.57,119645.735197
2019-11-26,7109.99,7340,7017.48,7156.14,65722.39769
2019-11-27,7154.75,7655,6840,7508.52,92452.87349
2019-11-28,7507.9,7643,7360,7419.49,56933.981109
2019-11-29,7418.52,7850,7362.3,7739.68,60745.300873
2019-11-30,7740.99,7810,7441,7541.89,46989.433619
2019-12-01,7540.63,7541.85,7210,7390.89,60769.342313
2019-12-02,7391.5,7420.56,7151.1,7294.28,46330.25604
2019-12-03,7294.42,7400,7241.35,7292.71,33149.477487
2019-12-04,7292.71,7750,7067,7194.32,83147.149142
2019-12-05,7194.59,7485,7150,7389,59306.678855
2019-12-06,7389,7590.03,7305,7527.47,48189.087944
2019-12-07,7527.8,7619.62,7470.16,7488.21,31498.684173
2019-12-08,7487.31,7564,7374.86,7510.11,29856.897631
2019-12-09,7510.11,7650,7273,7338.64,46621.887493
2019-12-10,7338.64,7407.6,7157.1,7224.13,49723.76214
2019-12-11,7224.15,7275.5,7125.66,7210,30093.091944
2019-12-12,7210,7295,7080.3,7198.08,42288.600932
2019-12-13,7197.76,7309.05,7190.76,7258.48,27609.873795
2019-12-14,7257.37,7271.77,7012,7064.05,29561.985967
2019-12-15,7064.14,7200.3,7008.35,7118.59,26395.778137
2019-12-16,7119.6,7150,6836,6891.72,43863.993059
2019-12-17,6891.44,6942.21,6560,6623.82,53865.069929
2019-12-18,6623.84,7440,6435,7277.83,95636.651251
2019-12-19,7277.83,7380,7038.31,7150.3,55509.049075
2019-12-20,7151.31,7220,7079.5,7187.83,32132.069205
2019-12-21,7188.01,7190.58,7105,7132.75,19467.174028
2019-12-22,7131.59,7518.54,7122.47,7501.44,39137.45515
2019-12-23,7500.71,7695.38,7265.84,7317.09,68051.997203
2019-12-24,7317.3,7436.68,7157.04,7255.77,43629.494188
2019-12-25,7255.77,7271.77,7128.86,7204.63,27492.044323
2019-12-26,7205.01,7435,7157.12,7202,36259.761076
2019-12-27,7202,7275.86,7076.42,7254.74,33642.701861
2019-12-28,7254.77,7365.01,7238.67,7316.14,26848.982199
2019-12-29,7315.36,7528.45,7288,7388.24,31387.106085
2019-12-30,7388.43,7408.24,7220,7246,29605.911782
2019-12-31,7246,7320,7145.01,7195.23,25954.453533
2020-01-01,7195.24,7255,7175.15,7200.85,16792.388165
2020-01-02,7200.77,7212.5,6924.74,6965.71,31951.483932
2020-01-03,6965.49,7405,6871.04,7344.96,68428.500451
2020-01-04,7345,7404,7272.21,7354.11,29987.974977
2020-01-05,7354.19,7495,7318,7358.75,38331.085604
2020-01-06,7357.64,7795.34,7346.76,7758,54635.695316
2020-01-07,7758.9,8207.68,7723.71,8145.28,91171.684661
2020-01-08,8145.92,8455,7870,8055.98,112622.64264
2020-01-09,8054.72,8055.96,7750,7817.76,64239.51983
2020-01-10,7817.74,8199,7672,8197.02,82406.777448
2020-01-11,8198.86,8286.34,8003.16,8020.01,54810.032667
2020-01-12,8020.01,8197,7960,8184.98,38131.494336
2020-01-13,8184.97,8196,8055.89,8110.34,31159.755683
2020-01-14,8110.34,8880,8105.54,8810.01,120399.126742
2020-01-15,8814.64,8916.48,8564,8821.41,84816.297606
2020-01-16,8820.01,8859.81,8586,8720.01,51991.074284
2020-01-17,8720.15,9041.65,8672.44,8913.28,70897.737377
2020-01-18,8913.27,8988.88,8806.38,8915.96,38294.746545
2020-01-19,8915.09,9198.98,8466,8701.7,70676.889259
2020-01-20,8701.72,8746.99,8521.28,8642.35,38896.639746
2020-01-21,8642.35,8789,8488,8736.03,36494.687659
2020-01-22,8736.04,8818,8590,8682.36,29080.557138
2020-01-23,8682.77,8691.81,8306.39,8404.52,48165.944597
2020-01-24,8404.52,8528.02,8238,8439,41687.529529
2020-01-25,8438.99,8451.26,8254.9,8340.58,25521.157932
2020-01-26,8340.01,8618.13,8293.66,8615,31130.485164
2020-01-27,8614.39,9000,8535,8907.57,53973.542996
2020-01-28,8907.57,9400,8862.4,9374.21,74584.853765
2020-01-29,9375.34,9449.24,9216,9301.53,53864.065122
2020-01-30,9301.57,9578,9204.44,9513.21,60626.744259
2020-01-31,9511.52,9530.22,9210.01,9352.89,45552.022352
2020-02-01,9351.71,9464.53,9281,9384.61,28578.067354
2020-02-02,9384.41,9477.03,9120,9331.51,45690.91254
2020-02-03,9331.59,9618.79,9234,9292.24,50892.133451
2020-02-04,9291.35,9350,9093.01,9197.02,53308.175266
2020-02-05,9197.02,9744.45,9177.22,9612.04,64870.415615
2020-02-06,9612.03,9862.57,9526.35,9772,64949.706588
2020-02-07,9772,9885,9730,9813.73,43966.114632
2020-02-08,9813.87,9940,9667.11,9895.05,43600.843666
2020-02-09,9895.04,10166,9880.75,10151.75,43408.475616
2020-02-10,10151.72,10188,9756,9851.83,59573.084619
2020-02-11,9851.74,10323.59,9700,10223.08,62422.395224
2020-02-12,10223.08,10450,10223.08,10326.46,61008.06393
2020-02-13,10325.33,10500,10080,10229.63,79344.358759
2020-02-14,10227.78,10381.56,10111.37,10344.36,47038.480173
2020-02-15,10344.36,10375,9801,9904.72,57657.202947
2020-02-16,9904.46,10050,9638.12,9917.27,60023.999537
2020-02-17,9910.7,9964.16,9452.67,9706,70261.011901
2020-02-18,9706,10250,9576.01,10164.71,70604.124019
2020-02-19,10164.78,10250,9350,9593.79,55162.586895
2020-02-20,9594.65,9699,9400,9596.42,60152.342914
2020-02-21,9597.21,9755.51,9550.21,9677.05,42181.554524
2020-02-22,9677.05,9709.17,9560.02,9650.86,24636.757623
2020-02-23,9650.85,9990,9645,9936.4,37702.089843
2020-02-24,9936.4,9990,9473.56,9656.13,55796.59612
2020-02-25,9655.52,9675,9250,9315.84,54379.344552
2020-02-26,9316.48,9377.44,8633.63,8785.25,92130.345482
2020-02-27,8786,8971.77,8531,8823.21,72483.578762
2020-02-28,8823.25,8900,8445,8692.91,71155.208977
2020-02-29,8690.8,8790,8523.55,8523.61,36748.183035
2020-03-01,8523.61,8750,8411,8531.88,43892.201779
2020-03-02,8530.3,8965.75,8498,8915.24,60401.31773
2020-03-03,8911.18,8919.65,8651,8760.07,55154.997282
2020-03-04,8760.07,8848.29,8660,8750.87,38696.482578
2020-03-05,8750.99,9159.42,8746.54,9054.68,58201.866355
2020-03-06,9054.64,9170,8985.5,9131.88,43782.948044
2020-03-07,9130.89,9188,8835,8886.66,45422.204525
2020-03-08,8885.25,8886.76,8000,8033.31,77537.315166
2020-03-09,8034.76,8179.31,7632.01,7929.87,116968.863268
2020-03-10,7929.87,8149,7728.01,7894.56,86783.443875
2020-03-11,7894.57,7980,7590,7934.52,79942.411172
2020-03-12,7934.58,7966.17,4410,4800,261505.608653
2020-03-13,4800.01,5955,3782.13,5578.6,402201.673764
2020-03-14,5576.05,5640.52,5055.13,5172.06,136910.135974
2020-03-15,5172.48,5940,5093.1,5361.3,139916.146534
2020-03-16,5360.33,5365.42,4442.12,5028.97,227276.92276
2020-03-17,5028.86,5525,4921.45,5312.64,150089.926318
2020-03-18,5312.64,5436.17,5009.37,5393.04,137127.634894
2020-03-19,5393.26,6400,5252.53,6162.37,199020.873439
2020-03-20,6162.05,6900,5670,6208.36,219298.329514
2020-03-21,6204.57,6456.98,5860.02,6186.98,128913.668363
2020-03-22,6187.04,6407.87,5734.01,5816.19,119115.990527
2020-03-23,5816.05,6600,5688,6467.31,164674.215785
2020-03-24,6465.25,6833,6371.33,6744.72,151138.009878
2020-03-25,6744.69,6957.96,6450,6677.43,132155.734989
2020-03-26,6677.42,6780,6510,6737.36,83026.555211
2020-03-27,6737.27,6842.59,6261,6359.11,82914.968354
2020-03-28,6359.11,6360,6024,6236.65,93159.693429
2020-03-29,6236.65,6266,5866.56,5881.42,63311.627714
2020-03-30,5880.5,6599,5857.76,6394.38,118889.549992
2020-03-31,6394.45,6523.23,6321.4,6410.44,72337.595259
2020-04-01,6412.14,6679.94,6150.11,6642.92,97500.7524
2020-04-02,6643.36,7198,6551,6794.09,149299.906871
2020-04-03,6793.86,7048,6602.1,6734.1,104080.276939
2020-04-04,6732.97,6990.41,6650.01,6856.99,72990.861139
2020-04-05,6857.41,6895.54,6677.52,6772.78,49685.356983
2020-04-06,6772.78,7355.14,6765,7329.9,118052.000832
2020-04-07,7329.9,7459.69,7077,7197.32,103585.168918
2020-04-08,7197.32,7420,7150,7361.28,76059.145838
2020-04-09,7360.26,7371.92,7108.08,7283.54,61094.872417
2020-04-10,7283.54,7295.75,6739.98,6858.92,104674.623375
2020-04-11,6858.92,6944.3,6760,6876.83,45470.293206
2020-04-12,6876.84,7177,6780,6903.79,73868.666501
2020-04-13,6903.79,6903.79,6575,6837.91,96415.476573
2020-04-14,6838.04,6978,6754.28,6868.7,69068.623285
2020-04-15,6868.57,6933,6605,6621.24,61571.384994
2020-04-16,6621.25,7190,6468.27,7101.94,125009.857539
2020-04-17,7101.99,7148.12,6972.98,7027.55,54126.509763
2020-04-18,7026.78,7293.08,7014.4,7248.6,49488.542819
2020-04-19,7248.6,7266.15,7055.6,7120.74,45664.86393
2020-04-20,7121.4,7220,6751,6826.83,90149.49137
2020-04-21,6828.98,6940,6762,6841.37,60109.710808
2020-04-22,6841.36,7156.38,6818,7125.14,61486.377334
2020-04-23,7125.12,7738,7020,7482.39,102773.569561
2020-04-24,7483.96,7615.96,7388,7505,60182.119939
2020-04-25,7505,7705,7431.07,7538.67,43874.427726
2020-04-26,7539.03,7700,7480,7693.1,50522.616209
2020-04-27,7693.1,7792.02,7606,7774.62,65441.339576
2020-04-28,7773.51,7780,7659.12,7738.98,46302.752638
2020-04-29,7738.58,8952.89,7710.05,8778.57,183546.887514
2020-04-30,8778.58,9460,8401,8620,206277.214124
2020-05-01,8620,9059.18,8613.56,8826.96,91468.815059
2020-05-02,8825.67,9010,8753,8972.05,59002.08755
2020-05-03,8972.58,9200,8712,8894.16,90126.065643
2020-05-04,8894.15,8950,8522,8871.96,84418.512331
2020-05-05,8871.92,9118.58,8760,9021.83,76480.765342
2020-05-06,9021.36,9395,8906.21,9142.92,105925.30242
2020-05-07,9143.4,10067,9021,9986.4,147154.611378
2020-05-08,9986.3,10035.96,9705,9800.01,100683.7964
2020-05-09,9800.02,9914.25,9520,9539.4,81950.679567
2020-05-10,9539.1,9574.83,8117,8722.77,183865.182028
2020-05-11,8722.77,9168,8200,8561.52,168807.251832
2020-05-12,8562.04,8978.26,8528.78,8810.79,86522.780066
2020-05-13,8810.99,9398,8792.99,9309.37,92466.274018
2020-05-14,9309.35,9939,9256.76,9791.98,129565.37747
2020-05-15,9791.97,9845.62,9150,9316.42,115890.761516
2020-05-16,9315.96,9588,9220,9381.27,59587.627862
2020-05-17,9380.81,9888,9322.1,9680.04,68647.764323
2020-05-18,9681.11,9950,9464.23,9733.93,82006.603583
2020-05-19,9733.93,9897.21,9474,9775.53,78539.760454
2020-05-20,9775.13,9842,9326,9511.43,74923.73809
2020-05-21,9511.43,9578.47,8815,9068.65,108928.780969
2020-05-22,9067.51,9271,8933.52,9170,58943.131024
2020-05-23,9170,9307.85,9070,9179.15,43526.296966
2020-05-24,9179.01,9298,8700,8720.34,70379.86645
2020-05-25,8718.14,8979.66,8642.72,8900.35,62833.910949
2020-05-26,8900.35,9017.67,8700,8841.18,58299.770138
2020-05-27,8841,9225,8811.73,9204.07,68910.355514
2020-05-28,9204.07,9625.47,9110,9575.89,74110.787662
2020-05-29,9575.87,9605.26,9330,9427.07,57374.362961
2020-05-30,9426.6,9740,9331.23,9697.72,55665.27254
2020-05-31,9697.72,9700,9381.41,9448.27,48333.786403
2020-06-01,9448.27,10380,9421.67,10200.77,76649.12696
2020-06-02,10202.71,10228.99,9266,9518.04,108970.773151
2020-06-03,9518.02,9690,9365.21,9666.24,46252.644939
2020-06-04,9666.32,9881.63,9450,9789.06,57456.100969
2020-06-05,9788.14,9854.75,9581,9621.16,47788.05005
2020-06-06,9621.17,9735,9531.05,9666.3,32752.950893
2020-06-07,9666.85,9802,9372.46,9746.99,57952.848385
2020-06-08,9746.99,9800,9633,9782.01,40664.664125
2020-06-09,9782,9877,9570,9772.43,46024.001289
2020-06-10,9772.44,9992.72,9704.18,9885,47130.762982
2020-06-11,9885.22,9964,9113,9280.4,94418.98473
2020-06-12,9278.88,9557.12,9232.51,9465.13,50119.066932
2020-06-13,9464.96,9494.73,9351,9473.34,27759.784851
2020-06-14,9473.34,9480.99,9245,9342.1,30055.506608
2020-06-15,9342.1,9495,8910.45,9426.02,86107.924707
2020-06-16,9426.05,9589,9373.09,9525.59,52052.446927
2020-06-17,9526.97,9565,9236.61,9465.14,48046.411152
2020-06-18,9465.13,9489,9280,9386.32,37381.953765
2020-06-19,9386.32,9438.3,9215.79,9310.23,45330.983673
2020-06-20,9310.23,9395,9170.95,9358.95,30329.065384
2020-06-21,9358.95,9422,9281.54,9294.69,24316.926234
2020-06-22,9294.69,9780,9277.09,9685.69,57895.468343
2020-06-23,9685.69,9720,9577.03,9624.89,41031.02938
2020-06-24,9624.33,9670,9208,9296.49,61571.561464
2020-06-25,9298.33,9340,9009.69,9249.49,55831.619156
2020-06-26,9249.49,9298,9045.45,9162.21,50292.298277
2020-06-27,9162.21,9196.24,8833,9012,46290.930113
2020-06-28,9012,9191,8948.06,9116.35,30688.176421
2020-06-29,9116.16,9238,9024.67,9192.56,42120.293261
2020-06-30,9192.93,9205,9064.89,9138.55,31463.162801
2020-07-01,9138.08,9292,9080.1,9232,38488.528699
2020-07-02,9231.99,9261.96,8940,9086.54,45725.168076
2020-07-03,9086.54,9125,9037.47,9058.26,28943.420177
2020-07-04,9057.79,9190,9040.04,9135.46,26441.968484
2020-07-05,9135,9145.24,8893.03,9069.41,34073.653627
2020-07-06,9069.41,9375,9055.92,9344.2,54463.132277
2020-07-07,9342.47,9379.42,9203,9257.39,34587.336678
2020-07-08,9257.4,9470,9231,9436.06,56140.517781
2020-07-09,9436.06,9440.79,9160,9232.43,48044.450645
2020-07-10,9232.42,9317.48,9125,9288.34,38295.494006
2020-07-11,9288.34,9299.28,9178.25,9234.03,22561.366
2020-07-12,9234.02,9345,9157.5,9302.75,30872.702286
2020-07-13,9303.31,9343.82,9200.89,9242.62,42740.069115
2020-07-14,9242.61,9279.54,9113,9255.85,45772.552509
2020-07-15,9255.85,9276.49,9160.57,9197.6,39053.579665
2020-07-16,9197.6,9226.15,9047.25,9133.72,43375.571191
2020-07-17,9133.72,9186.83,9089.81,9154.32,28054.358741
2020-07-18,9154.31,9219.3,9121.1,9170.28,22554.541457
2020-07-19,9170.3,9232.27,9101.35,9208.99,26052.019417
2020-07-20,9208.99,9221.52,9131,9160.78,35458.764082
2020-07-21,9160.78,9437.73,9152.8,9390,60413.582486
2020-07-22,9390,9544,9261,9518.16,48815.004107
2020-07-23,9518.16,9664,9440.33,9603.27,51856.2335
2020-07-24,9603.27,9637,9463.44,9537.8,43931.136205
2020-07-25,9538.1,9732.9,9513,9700.42,40679.545416
2020-07-26,9700.42,10111,9650,9931.54,65279.269319
2020-07-27,9931.54,11394.86,9917.21,11029.96,150188.933144
2020-07-28,11029.96,11242.23,10565,10906.27,97267.734187
2020-07-29,10906.27,11342.82,10812,11100.53,76838.094233
2020-07-30,11100.52,11170,10831,11099.61,60794.826456
2020-07-31,11099.79,11444,10960,11335.46,70063.660974
2020-08-01,11335.46,11861,11220,11801.17,85087.485126
2020-08-02,11801.17,12123.46,10518.5,11071.35,97553.077604
2020-08-03,11071.36,11473,10936,11219.81,56931.841475
2020-08-04,11219.68,11414.98,11000,11191.97,58629.113709
2020-08-05,11191.99,11780.93,11093,11744.91,74970.256852
2020-08-06,11744.91,11900,11562.5,11762.46,63529.08502
2020-08-07,11762.47,11909.94,11322,11594.23,65755.926022
2020-08-08,11594.36,11808.27,11512,11761.41,41858.16104
2020-08-09,11761.02,11797.11,11521.97,11681.68,41493.067342
2020-08-10,11681.69,12067.35,11450,11892.92,84952.337887
2020-08-11,11892.9,11935,11125,11392.08,90748.284634
2020-08-12,11392.09,11617.52,11150,11564.33,64909.613644
2020-08-13,11564.34,11792.96,11270.36,11780,70132.491502
2020-08-14,11779.77,11850,11634.03,11760.54,59818.852697
2020-08-15,11760.55,11980,11680,11852.4,56237.90505
2020-08-16,11852.4,11931.72,11686,11911,41368.236906
2020-08-17,11910.99,12468,11769.78,12281.13,84734.21154
2020-08-18,12281.15,12387.77,11817.93,11945.01,75923.835527
2020-08-19,11945.1,12020.08,11561,11754.59,73940.169606
2020-08-20,11754.38,11888,11668,11853.55,46085.254351
2020-08-21,11853.54,11878,11485.81,11531.34,64448.306142
2020-08-22,11531.23,11686,11376.81,11662.96,43678.701646
2020-08-23,11663.51,11718.07,11514.13,11648.13,37900.00469
2020-08-24,11648.12,11824.9,11585.09,11748.2,46212.391867
2020-08-25,11748.19,11767.85,11117.64,11318.42,69590.923272
2020-08-26,11318.42,11539.32,11244,11461.43,53998.231231
2020-08-27,11461.42,11592.2,11125,11330.38,63246.036383
2020-08-28,11330.38,11542.65,11276.89,11526.91,45953.908365
2020-08-29,11526.9,11580.02,11417.04,11465.84,32973.7992
2020-08-30,11465.84,11719,11458,11711.16,43177.879054
2020-08-31,11711.17,11800.77,11570,11649.51,55353.617744
2020-09-01,11649.51,12050.85,11515,11921.97,78148.193668
2020-09-02,11921.97,11954.57,11160.1,11388.54,87221.845602
2020-09-03,11388.54,11462.6,9960.8,10140.85,121950.106015
2020-09-04,10138.29,10627.05,9875.5,10446.25,92733.599113
2020-09-05,10446.25,10565.68,9825,10166.69,90001.605568
2020-09-06,10166.69,10347.14,9994.86,10256.2,56368.788815
2020-09-07,10255.89,10410.75,9875,10373.44,62620.230676
2020-09-08,10373.45,10438,9850,10126.65,73491.878418
2020-09-09,10126.66,10343,9981.01,10219.2,49347.113776
2020-09-10,10219.29,10483.35,10070.83,10336.87,58253.75375
2020-09-11,10336.86,10397.6,10200,10387.89,43830.254467
2020-09-12,10387.89,10477.97,10269.25,10440.92,35379.153096
2020-09-13,10440.67,10580.11,10200,10332.83,43837.609865
2020-09-14,10332.84,10750,10212.34,10671.77,67059.291361
2020-09-15,10671.77,10930.04,10606.48,10785.31,61822.452786
2020-09-16,10785.23,11093,10661.22,10954.01,64991.51244
2020-09-17,10954.01,11045.46,10745.83,10939.99,55601.614529
2020-09-18,10940,11038.03,10812.84,10933.39,47266.728275
2020-09-19,10933.4,11179.79,10887.37,11080.65,38440.036858
2020-09-20,11080.64,11080.64,10723,10920.28,39157.922565
2020-09-21,10920.28,10988.86,10296.35,10417.22,70683.431179
2020-09-22,10417.22,10572.71,10353,10529.61,43991.235476
2020-09-23,10529.61,10537.15,10136.82,10241.46,51876.568079
2020-09-24,10241.46,10795.24,10190.93,10736.32,57676.619427
2020-09-25,10736.33,10760.53,10556.24,10686.67,48101.117008
2020-09-26,10686.57,10820.94,10644.68,10728.6,28420.836659
2020-09-27,10728.59,10799,10594.82,10774.25,30549.483253
2020-09-28,10774.26,10950,10626,10696.12,50095.251734
2020-09-29,10696.11,10867.54,10635.87,10840.48,41874.898399
2020-09-30,10840.58,10849.34,10665.13,10776.59,39596.027322
2020-10-01,10776.59,10920,10437,10619.13,60866.332893
2020-10-02,10619.13,10664.64,10374,10570.4,50130.393705
2020-10-03,10570.4,10603.56,10496.46,10542.06,22298.221341
2020-10-04,10542.07,10696.87,10517.87,10666.63,23212.001595
2020-10-05,10666.62,10798,10615.64,10792.21,34025.761653
2020-10-06,10792.2,10800,10525,10599.66,48674.740471
2020-10-07,10599.65,10681.87,10546.17,10666.39,32811.990279
2020-10-08,10666.4,10950,10530.41,10925.57,51959.691572
2020-10-09,10925.44,11104.64,10829,11050.64,48240.073237
2020-10-10,11050.64,11491,11050.51,11293.22,43648.036943
2020-10-11,11293.22,11445,11221,11369.02,29043.851339
2020-10-12,11369.02,11720.01,11172,11528.25,52825.28371
2020-10-13,11528.24,11557,11300,11420.56,42205.283709
2020-10-14,11420.57,11547.98,11280,11417.89,41415.106015
2020-10-15,11417.89,11617.34,11250.83,11505.12,48760.717679
2020-10-16,11505.13,11541.15,11200,11319.32,48797.749502
2020-10-17,11319.24,11402.42,11255,11360.2,22368.915241
2020-10-18,11360.31,11505,11346.22,11503.14,23284.041191
2020-10-19,11503.14,11823.99,11407.96,11751.47,47414.534692
2020-10-20,11751.46,12038.38,11677.59,11909.99,62134.750663
2020-10-21,11910,13217.68,11886.95,12780.96,114584.456767
2020-10-22,12780.75,13185,12678.08,12968.52,70038.824144
2020-10-23,12968.84,13027.69,12720.08,12923.07,50386.999841
2020-10-24,12923.06,13166.73,12870,13111.73,35952.20907
2020-10-25,13111.73,13350,12888,13028.83,38481.579504
2020-10-26,13029.64,13238.81,12765,13052.19,60951.672986
2020-10-27,13052.15,13789.29,13019.87,13636.17,80796.553996
2020-10-28,13636.16,13859.48,12888,13266.4,94440.561226
2020-10-29,13266.4,13642.91,12920.77,13455.7,74872.602132
2020-10-30,13455.69,13669.98,13115,13560.1,70657.778881
2020-10-31,13560.1,14100,13411.5,13791,67339.238515
2020-11-01,13791,13895,13603,13761.5,36285.648526
2020-11-02,13761.49,13830,13195.05,13549.37,64566.421908
2020-11-03,13549.63,14066.11,13284.99,14023.53,74115.630787
2020-11-04,14023.53,14259,13525,14144.01,93016.988262
2020-11-05,14144.01,15750,14093.56,15590.02,143741.522673
2020-11-06,15590.02,15960,15166,15579.92,122618.197695
2020-11-07,15579.93,15753.52,14344.22,14818.3,101431.206553
2020-11-08,14818.3,15650,14703.88,15475.1,65547.178574
2020-11-09,15475.1,15840,14805.54,15328.41,108976.334134
2020-11-10,15328.41,15460,15072.46,15297.21,61681.919606
2020-11-11,15297.21,15965,15272.68,15684.24,78469.746458
2020-11-12,15684.25,16340.7,15440.64,16291.86,102196.356592
2020-11-13,16291.85,16480,15952.35,16320.7,75691.881014
2020-11-14,16320.04,16326.99,15670,16070.45,59116.347179
2020-11-15,16069.56,16180,15774.72,15957,43596.841513
2020-11-16,15957,16880,15864,16713.57,81300.675924
2020-11-17,16713.08,17858.82,16538,17659.38,115221.403102
2020-11-18,17659.38,18476.93,17214.45,17776.12,149019.788134
2020-11-19,17777.75,18179.8,17335.65,17802.82,93009.561008
2020-11-20,17802.81,18815.22,17740.04,18655.67,88423.018489
2020-11-21,18655.66,18965.9,18308.58,18703.8,75577.458394
2020-11-22,18703.8,18750,17610.86,18414.43,81645.737778
2020-11-23,18413.88,18766,18000,18368,82961.506093
2020-11-24,18368.01,19418.97,18018,19160.01,113581.509241
2020-11-25,19160,19484.21,18500.27,18719.11,93266.576887
2020-11-26,18718.83,18915.03,16188,17149.47,181005.246693
2020-11-27,17149.47,17457.62,16438.08,17139.52,85297.024787
2020-11-28,17139.53,17880.49,16865.56,17719.85,64910.69997
2020-11-29,17719.84,18360.05,17517,18184.99,55329.016303
2020-11-30,18185,19863.16,18184.99,19695.87,115463.466888
2020-12-01,19695.87,19888,18001.12,18764.96,127698.762652
2020-12-02,18764.96,19342,18330,19204.09,75911.013478
2020-12-03,19204.08,19598,18867.2,19421.9,66689.391279
2020-12-04,19422.34,19527,18565.31,18650.52,71283.6682
2020-12-05,18650.51,19177,18500,19147.66,42922.748573
2020-12-06,19147.66,19420,18857,19359.4,37043.091861
2020-12-07,19358.67,19420.91,18902.88,19166.9,41372.296293
2020-12-08,19166.9,19294.84,18200,18324.11,61626.947614
2020-12-09,18324.11,18639.57,17650,18541.28,79585.553801
2020-12-10,18541.29,18557.32,17911.12,18254.63,52890.675094
2020-12-11,18254.81,18292.73,17572.33,18036.53,72610.724259
2020-12-12,18036.53,18948.66,18020.7,18808.69,49519.978432
2020-12-13,18808.69,19411,18711.12,19174.99,56560.821744
2020-12-14,19174.99,19349,19000,19273.14,47257.201294
2020-12-15,19273.69,19570,19050,19426.43,61834.366011
2020-12-16,19426.43,21560,19278.6,21335.52,114306.33557
2020-12-17,21335.52,23800,21230,22797.16,184882.476748
2020-12-18,22797.15,23285.18,22350,23107.39,79646.134315
2020-12-19,23107.39,24171.47,22750,23821.61,86045.064677
2020-12-20,23821.6,24295,23060,23455.52,76690.145685
2020-12-21,23455.54,24102.77,21815,22719.71,88030.297243
2020-12-22,22719.88,23837.1,22353.4,23810.79,87033.12616
2020-12-23,23810.79,24100,22600,23232.76,119047.259733
2020-12-24,23232.39,23794.43,22703.42,23729.2,69013.834252
2020-12-25,23728.99,24789.86,23433.6,24712.47,79519.943569
2020-12-26,24712.47,26867.03,24500,26493.39,97806.513386
2020-12-27,26493.4,28422,25700,26281.66,148455.586214
2020-12-28,26281.54,27500,26101,27079.41,79721.742496
2020-12-29,27079.42,27410,25880,27385,69411.592606
2020-12-30,27385,28996,27320,28875.54,95356.057826
2020-12-31,28875.55,29300,27850,28923.63,75508.505152
2021-01-01,28923.63,29600,28624.57,29331.69,54182.925011
2021-01-02,29331.7,33300,28946.53,32178.33,129993.873362
2021-01-03,32176.45,34778.11,31962.99,33000.05,120957.56675
2021-01-04,33000.05,33600,28130,31988.71,140899.88569
2021-01-05,31989.75,34360,29900,33949.53,116049.997038
2021-01-06,33949.53,36939.21,33288,36769.36,127139.20131
2021-01-07,36769.36,40365,36300,39432.28,132825.700437
2021-01-08,39432.48,41950,36500,40582.81,139789.957499
2021-01-09,40586.96,41380,38720,40088.22,75785.979675
2021-01-10,40088.22,41350,35111.11,38150.02,118209.544503
2021-01-11,38150.02,38264.74,30420,35404.47,249131.539943
2021-01-12,35410.37,36628,32531,34051.24,133948.151996
2021-01-13,34049.15,37850,32380,37371.38,124477.914938
2021-01-14,37371.38,40100,36701.23,39144.5,102950.389421
2021-01-15,39145.21,39747.76,34408,36742.22,118300.920916
2021-01-16,36737.43,37950,35357.8,35994.98,86348.431508
2021-01-17,35994.98,36852.5,33850,35828.61,80157.727384
2021-01-18,35824.99,37469.83,34800,36631.27,70698.11875
2021-01-19,36622.46,37850,35844.06,35891.49,79611.307769
2021-01-20,35901.94,36415.31,33400,35468.23,89368.422918
2021-01-21,35468.23,35600,30071,30850.13,131803.182926
2021-01-22,30851.99,33826.53,28850,32945.17,142971.684049
2021-01-23,32950,33456,31390.16,32078,64595.287675
2021-01-24,32078,33071,30900,32259.9,57978.037966
2021-01-25,32259.45,34875,31910,32254.2,88499.226921
2021-01-26,32254.19,32921.88,30837.37,32467.77,84972.20691
2021-01-27,32464.01,32557.29,29241.72,30366.15,95911.961711
2021-01-28,30362.19,33783.98,29842.1,33364.86,92621.145617
2021-01-29,33368.18,38531.9,31915.4,34252.2,231827.005626
2021-01-30,34246.28,34933,32825,34262.88,84889.68134
2021-01-31,34262.89,34342.69,32171.67,33092.98,68742.280384
2021-02-01,33092.97,34717.27,32296.16,33526.37,82718.276882
2021-02-02,33517.09,35984.33,33418,35466.24,78056.65988
2021-02-03,35472.71,37662.63,35362.38,37618.87,80784.333663
2021-02-04,37620.26,38708.27,36161.95,36936.66,92080.735898
2021-02-05,36936.65,38310.12,36570,38290.24,66681.334275
2021-02-06,38289.32,40955.51,38215.94,39186.94,98757.311183
2021-02-07,39181.01,39700,37351,38795.69,84363.679763
2021-02-08,38795.69,46794.45,37988.89,46374.87,138597.536914
2021-02-09,46374.86,48142.19,44961.09,46420.42,115499.861712
2021-02-10,46420.42,47310,43727,44807.58,97154.1822
2021-02-11,44807.58,48678.9,43994.02,47969.51,89561.081454
